Timestep,EvacueeID,X,Y,Active,Evacuated,Rescued,Stuck
145,1,27,19,True,False,False,False
145,2,44,25,False,True,True,False
145,3,12,31,True,False,False,False
145,4,27,31,True,False,False,False
145,5,42,31,True,False,False,False
146,0,5,25,False,True,True,False
146,1,27,19,True,False,False,False
146,2,44,25,False,True,True,False
146,3,12,31,True,False,False,False
146,4,27,31,True,False,False,False
146,5,42,31,True,False,False,False
147,0,5,25,False,True,True,False
147,1,27,19,True,False,False,False
147,2,44,25,False,True,True,False
147,3,12,31,True,False,False,False
147,4,27,31,True,False,False,False
147,5,42,31,True,False,False,False
148,0,5,25,False,True,True,False
148,1,27,19,True,False,False,False
148,2,44,25,False,True,True,False
148,3,12,31,True,False,False,False
148,4,27,31,True,False,False,False
148,5,42,31,True,False,False,False
149,0,5,25,False,True,True,False
149,1,27,19,True,False,False,False
149,2,44,25,False,True,True,False
149,3,12,31,True,False,False,False
149,4,27,31,True,False,False,False
149,5,42,31,True,False,False,False
150,0,5,25,False,True,True,False
150,1,27,19,True,False,False,False
150,2,44,25,False,True,True,False
150,3,12,31,True,False,False,False
150,4,27,31,True,False,False,False
150,5,42,31,True,False,False,False
151,0,5,25,False,True,True,False
151,1,27,19,True,False,False,False
151,2,44,25,False,True,True,False
151,3,12,31,True,False,False,False
151,4,27,31,True,False,False,False
151,5,42,31,True,False,False,False
152,0,5,25,False,True,True,False
152,1,27,19,True,False,False,False
152,2,44,25,False,True,True,False
152,3,12,31,True,False,False,False
152,4,27,31,True,False,False,False
152,5,42,31,True,False,False,False
153,0,5,25,False,True,True,False
153,1,27,19,True,False,False,False
153,2,44,25,False,True,True,False
153,3,12,31,True,False,False,False
153,4,27,31,True,False,False,False
153,5,42,31,True,False,False,False
154,0,5,25,False,True,True,False
154,1,27,19,True,False,False,False
154,2,44,25,False,True,True,False
154,3,12,31,True,False,False,False
154,4,27,31,True,False,False,False
154,5,42,31,True,False,False,False
155,0,5,25,False,True,True,False
155,1,27,19,True,False,False,False
155,2,44,25,False,True,True,False
155,3,12,31,True,False,False,False
155,4,27,31,True,False,False,False
155,5,42,31,True,False,False,False
156,0,5,25,False,True,True,False
156,1,27,19,True,False,False,False
156,2,44,25,False,True,True,False
156,3,12,31,True,False,False,False
156,4,27,31,True,False,False,False
156,5,42,31,True,False,False,False
157,0,5,25,False,True,True,False
157,1,27,19,True,False,False,False
157,2,44,25,False,True,True,False
157,3,12,31,True,False,False,False
157,4,27,31,True,False,False,False
157,5,42,31,True,False,False,False
158,0,5,25,False,True,True,False
158,1,27,19,True,False,False,False
158,2,44,25,False,True,True,False
158,3,12,31,True,False,False,False
158,4,27,31,True,False,False,False
158,5,42,31,True,False,False,False
159,0,5,25,False,True,True,False
159,1,27,19,True,False,False,False
159,2,44,25,False,True,True,False
159,3,12,31,True,False,False,False
159,4,27,31,True,False,False,False
159,5,42,31,True,False,False,False
160,0,5,25,False,True,True,False
160,1,27,19,True,False,False,False
160,2,44,25,False,True,True,False
160,3,12,31,True,False,False,False
160,4,27,31,True,False,False,False
160,5,42,31,True,False,False,False
161,0,5,25,False,True,True,False
161,1,27,19,True,False,False,False
161,2,44,25,False,True,True,False
161,3,12,31,True,False,False,False
161,4,27,31,True,False,False,False
161,5,42,31,True,False,False,False
162,0,5,25,False,True,True,False
162,1,27,19,True,False,False,False
162,2,44,25,False,True,True,False
162,3,12,31,True,False,False,False
162,4,27,31,True,False,False,False
162,5,42,31,True,False,False,False
163,0,5,25,False,True,True,False
163,1,27,19,True,False,False,False
163,2,44,25,False,True,True,False
163,3,12,31,True,False,False,False
163,4,27,31,True,False,False,False
163,5,42,31,True,False,False,False
164,0,5,25,False,True,True,False
164,1,27,19,True,False,False,False
164,2,44,25,False,True,True,False
164,3,12,31,True,False,False,False
164,4,27,31,True,False,False,False
164,5,42,31,True,False,False,False
165,0,5,25,False,True,True,False
165,1,27,19,True,False,False,False
165,2,44,25,False,True,True,False
165,3,12,31,True,False,False,False
165,4,27,31,True,False,False,False
165,5,42,31,True,False,False,False
166,0,5,25,False,True,True,False
166,1,27,19,True,False,False,False
166,2,44,25,False,True,True,False
166,3,12,31,True,False,False,False
166,4,27,31,True,False,False,False
166,5,42,31,True,False,False,False
167,0,5,25,False,True,True,False
167,1,27,19,True,False,False,False
167,2,44,25,False,True,True,False
167,3,12,31,True,False,False,False
167,4,27,31,True,False,False,False
167,5,42,31,True,False,False,False
168,0,5,25,False,True,True,False
168,1,27,19,True,False,False,False
168,2,44,25,False,True,True,False
168,3,12,31,True,False,False,False
168,4,27,31,True,False,False,False
168,5,42,31,True,False,False,False
169,0,5,25,False,True,True,False
169,1,27,19,True,False,False,False
169,2,44,25,False,True,True,False
169,3,12,31,True,False,False,False
169,4,27,31,True,False,False,False
169,5,42,31,True,False,False,False
170,0,5,25,False,True,True,False
170,1,27,19,True,False,False,False
170,2,44,25,False,True,True,False
170,3,12,31,True,False,False,False
170,4,27,31,True,False,False,False
170,5,42,31,True,False,False,False
171,0,5,25,False,True,True,False
171,1,27,19,True,False,False,False
171,2,44,25,False,True,True,False
171,3,12,31,True,False,False,False
171,4,27,31,True,False,False,False
171,5,42,31,True,False,False,False
172,0,5,25,False,True,True,False
172,1,27,19,True,False,False,False
172,2,44,25,False,True,True,False
172,3,12,31,True,False,False,False
172,4,27,31,True,False,False,False
172,5,42,31,True,False,False,False
173,0,5,25,False,True,True,False
173,1,27,19,True,False,False,False
173,2,44,25,False,True,True,False
173,3,12,31,True,False,False,False
173,4,27,31,True,False,False,False
173,5,42,31,True,False,False,False
174,0,5,25,False,True,True,False
174,1,27,19,True,False,False,False
174,2,44,25,False,True,True,False
174,3,12,31,True,False,False,False
174,4,27,31,True,False,False,False
174,5,42,31,True,False,False,False
175,0,5,25,False,True,True,False
175,1,27,19,True,False,False,False
175,2,44,25,False,True,True,False
175,3,12,31,True,False,False,False
175,4,27,31,True,False,False,False
175,5,42,31,True,False,False,False
176,0,5,25,False,True,True,False
176,1,27,19,True,False,False,False
176,2,44,25,False,True,True,False
176,3,12,31,True,False,False,False
176,4,27,31,True,False,False,False
176,5,42,31,True,False,False,False
177,0,5,25,False,True,True,False
177,1,27,19,True,False,False,False
177,2,44,25,False,True,True,False
177,3,12,31,True,False,False,False
177,4,27,31,True,False,False,False
177,5,42,31,True,False,False,False
178,0,5,25,False,True,True,False
178,1,27,19,True,False,False,False
178,2,44,25,False,True,True,False
178,3,12,31,True,False,False,False
178,4,27,31,True,False,False,False
178,5,42,31,True,False,False,False
179,0,5,25,False,True,True,False
179,1,27,19,True,False,False,False
179,2,44,25,False,True,True,False
179,3,12,31,True,False,False,False
179,4,27,31,True,False,False,False
179,5,42,31,True,False,False,False
180,0,5,25,False,True,True,False
180,1,27,19,True,False,False,False
180,2,44,25,False,True,True,False
180,3,12,31,True,False,False,False
180,4,27,31,True,False,False,False
180,5,42,31,True,False,False,False
181,0,5,25,False,True,True,False
181,1,27,19,True,False,False,False
181,2,44,25,False,True,True,False
181,3,12,31,True,False,False,False
181,4,27,31,True,False,False,False
181,5,42,31,True,False,False,False
182,0,5,25,False,True,True,False
182,1,27,19,True,False,False,False
182,2,44,25,False,True,True,False
182,3,12,31,True,False,False,False
182,4,27,31,True,False,False,False
182,5,42,31,True,False,False,False
183,0,5,25,False,True,True,False
183,1,27,19,True,False,False,False
183,2,44,25,False,True,True,False
183,3,12,31,True,False,False,False
183,4,27,31,True,False,False,False
183,5,42,31,True,False,False,False
184,0,5,25,False,True,True,False
184,1,27,19,True,False,False,False
184,2,44,25,False,True,True,False
184,3,12,31,True,False,False,False
184,4,27,31,True,False,False,False
184,5,42,31,True,False,False,False
185,0,5,25,False,True,True,False
185,1,27,19,True,False,False,False
185,2,44,25,False,True,True,False
185,3,12,31,True,False,False,False
185,4,27,31,True,False,False,False
185,5,42,31,True,False,False,False
186,0,5,25,False,True,True,False
186,1,27,19,True,False,False,False
186,2,44,25,False,True,True,False
186,3,12,31,True,False,False,False
186,4,27,31,True,False,False,False
186,5,42,31,True,False,False,False
187,0,5,25,False,True,True,False
187,1,27,19,True,False,False,False
187,2,44,25,False,True,True,False
187,3,12,31,True,False,False,False
187,4,27,31,True,False,False,False
187,5,42,31,True,False,False,False
188,0,5,25,False,True,True,False
188,1,27,19,True,False,False,False
188,2,44,25,False,True,True,False
188,3,12,31,True,False,False,False
188,4,27,31,True,False,False,False
188,5,42,31,True,False,False,False
189,0,5,25,False,True,True,False
189,1,27,19,True,False,False,False
189,2,44,25,False,True,True,False
189,3,12,31,True,False,False,False
189,4,27,31,True,False,False,False
189,5,42,31,True,False,False,False
190,0,5,25,False,True,True,False
190,1,27,19,True,False,False,False
190,2,44,25,False,True,True,False
190,3,12,31,True,False,False,False
190,4,27,31,True,False,False,False
190,5,42,31,True,False,False,False
191,0,5,25,False,True,True,False
191,1,27,19,True,False,False,False
191,2,44,25,False,True,True,False
191,3,12,31,True,False,False,False
191,4,27,31,True,False,False,False
191,5,42,31,True,False,False,False
192,0,5,25,False,True,True,False
192,1,27,19,True,False,False,False
192,2,44,25,False,True,True,False
192,3,12,31,True,False,False,False
192,4,27,31,True,False,False,False
192,5,42,31,True,False,False,False
193,0,5,25,False,True,True,False
193,1,27,19,True,False,False,False
193,2,44,25,False,True,True,False
193,3,12,31,True,False,False,False
193,4,27,31,True,False,False,False
193,5,42,31,True,False,False,False
194,0,5,25,False,True,True,False
194,1,27,19,True,False,False,False
194,2,44,25,False,True,True,False
194,3,12,31,True,False,False,False
194,4,27,31,True,False,False,False
194,5,42,31,True,False,False,False
195,0,5,25,False,True,True,False
195,1,27,19,True,False,False,False
195,2,44,25,False,True,True,False
195,3,12,31,True,False,False,False
195,4,27,31,True,False,False,False
195,5,42,31,True,False,False,False
196,0,5,25,False,True,True,False
196,1,27,19,True,False,False,False
196,2,44,25,False,True,True,False
196,3,12,31,True,False,False,False
196,4,27,31,True,False,False,False
196,5,42,31,True,False,False,False
197,0,5,25,False,True,True,False
197,1,27,19,True,False,False,False
197,2,44,25,False,True,True,False
197,3,12,31,True,False,False,False
197,4,27,31,True,False,False,False
197,5,42,31,True,False,False,False
198,0,5,25,False,True,True,False
198,1,27,19,True,False,False,False
198,2,44,25,False,True,True,False
198,3,12,31,True,False,False,False
198,4,27,31,True,False,False,False
198,5,42,31,True,False,False,False
199,0,5,25,False,True,True,False
199,1,27,19,True,False,False,False
199,2,44,25,False,True,True,False
199,3,12,31,True,False,False,False
199,4,27,31,True,False,False,False
199,5,42,31,True,False,False,False
200,0,5,25,False,True,True,False
200,1,27,19,True,False,False,False
200,2,44,25,False,True,True,False
200,3,12,31,True,False,False,False
200,4,27,31,True,False,False,False
200,5,42,31,True,False,False,False
